,code,name,latitude,longitude,pk
94,6182.0,de Bullion / du Mont-Royal,45.5215,-73.5851,
95,6273.0,Cartier / Bélanger,45.546939,-73.602616,
96,6166.0,Brébeuf / St-Grégoire,45.5341,-73.58852,
97,6109.0,Quai de la navette fluviale,45.51341276005555,-73.53825330734253,
98,6275.0,Chambord / Jean-Talon,45.544828,-73.610458,
99,6047.0,University / Prince-Arthur,45.50766169576538,-73.57885992183583,
100,6180.0,Place de la paix ( Pl. du marché / St-Dominique ),45.5096853,-73.56231675,
101,6904.0,Fabre / Beaubien,45.542055,-73.597793,
102,6269.0,Bercy / Ontario,45.53431097726852,-73.54996919631958,
103,6249.0,Bélanger / St-Denis,45.53696,-73.61199,
104,6155.0,Garnier / du Mont-Royal,45.53092,-73.57674,
105,6015.0,Berri / de Maisonneuve,45.515299,-73.561273,
106,6368.0,10e avenue / Masson,45.55031640880025,-73.57335805892944,
107,6087.0,Notre-Dame / de la Montagne,45.49302901258371,-73.56481790542603,
108,6039.0,McGill / des Récollets,45.500779,-73.558826,
109,6083.0,Square Phillips,45.50409488772675,-73.56869637966156,
110,6134.0,Gascon / Rachel,45.537964,-73.562643,
111,6001.0,Hôtel-de-Ville 2 (du Champs-de-Mars / Gosford),45.50931028555171,-73.55443105101585,
112,6174.0,Roy / St-Denis,45.51908,-73.5727,
113,6078.0,de Maisonneuve / de Bleury,45.50708,-73.56917,
114,6048.0,Queen / Ottawa,45.4979738,-73.55614096,
115,6014.0,St-Denis / de Maisonneuve,45.513917296074005,-73.56076508760452,
116,6179.0,Duluth / St-Denis,45.52060423232697,-73.57598394155502,
117,6191.0,St-Zotique / Clark,45.531401,-73.612674,
118,6194.0,Tupper / Atwater,45.48885477417901,-73.58359336853027,
119,6003.0,Evans / Clark,45.511119,-73.567974,
120,6053.0,Belmont / Beaver Hall,45.502326,-73.565138,
121,6215.0,St-Cuthbert / St-Urbain,45.51494,-73.57821,
122,6032.0,Métro Place-d'Armes (Viger / St-Urbain),45.50623,-73.55976,
123,6091.0,Joseph Manceau / René-Lévesque,45.49172173024755,-73.57688951320596,
124,6202.0,Ste-Famille / Sherbrooke,45.510016,-73.570654,
125,6322.0,St-Dominique / Villeray,45.537813,-73.624872,
126,6224.0,Villeneuve / du Parc,45.51829,-73.59235,
127,6205.0,Milton / du Parc,45.50971,-73.57354,
128,6424.0,Président-Kennedy / McGill College,45.503063,-73.573986,
129,6016.0,Jacques-Le Ber / de la Pointe Nord,45.472503,-73.539285,
130,6173.0,Berri / Cherrier,45.5191458,-73.5692414,
131,6027.0,de Maisonneuve / Mansfield,45.5022921,-73.57325211,
132,6274.0,de la Roche / St-Joseph,45.531164,-73.583695,
133,6104.0,Wolfe / René-Lévesque,45.516872646826776,-73.55417490005493,
134,6207.0,Ste-Famille / des Pins,45.51281294953485,-73.57701659202576,
135,6127.0,Henri-Julien / de Castelneau,45.537877,-73.618323,
136,6105.0,Plessis / René-Lévesque,45.519376,-73.55195135,
137,6145.0,du Parc-La Fontaine / Duluth,45.52456565105688,-73.57207864522934,
138,6181.0,Clark / Rachel,45.5173538,-73.58212888,
139,6043.0,Square Victoria,45.50206,-73.56295,
140,6009.0,Ste-Catherine / St-Hubert,45.51533014906273,-73.55914771556854,
141,6403.0,Georges-Vanier / Notre-Dame,45.4848591377443,-73.5715851187706,
142,6332.0,de Gaspé / de Liège,45.542579,-73.636557,
143,6036.0,de la Commune / St-Sulpice,45.5042453,-73.55354458,
144,6186.0,St-André / Laurier,45.52955900967215,-73.5876018932322,
145,6413.0,Square Phillips 2,45.50345009602768,-73.56840401887894,
146,6132.0,Larivière / de Lorimier,45.52915520624575,-73.559410572052,
147,6432.0,de Maisonneuve / Greene,45.48697062,-73.58929306,
148,6029.0,Bel Air / St-Antoine,45.482779,-73.58452544,
149,6262.0,de la Roche /  de Bellechasse,45.53715922533132,-73.59747648239136,
150,6418.0,de Vendôme / de Maisonneuve,45.47422369503188,-73.60372066497803,
151,6258.0,Parc Père-Marquette (Chambord / Rosemont),45.53702583434782,-73.59316617250443,
152,6196.0,Villeneuve / St-Laurent,45.52129287302808,-73.58936548233031,
153,6916.0,Parc du Pélican (2e avenue / St-Joseph),45.544513,-73.571564,
154,6035.0,Viger/Jeanne Mance,45.504803,-73.5612,
155,6040.0,St-Jacques / St-Pierre,45.5028,-73.55917,
156,6247.0,St-Dominique / St-Zotique,45.53228145673193,-73.61099146306515,
157,6271.0,Casgrain / de Bellechasse,45.529993,-73.604214,
158,6747.0,Waverly / St-Zotique,45.5306,-73.614616,
159,6011.0,St-André / St-Antoine,45.5140873,-73.55230004,
160,6065.0,de la Montagne / Sherbrooke,45.4996771,-73.57884854,
161,6277.0,Elsdale/ Louis-Hebert,45.54918032376485,-73.59385818243027,
162,6381.0,Omer-Lavallée / Midway,45.5457759528664,-73.56217458844185,
163,6219.0,de l'Hôtel-de-Ville / Roy,45.51733310325783,-73.57443630695343,
164,6133.0,Terrasse Mercure / Fullum,45.535614,-73.566014,
165,6371.0,4e avenue / Masson,45.546978,-73.575515,
166,6106.0,René-Lévesque / Papineau,45.52114,-73.54926,
167,6046.0,de la Gauchetière / Mansfield,45.49871,-73.56671,
168,6185.0,des Érables / Bélanger,45.5491255,-73.60091239,
169,6195.0,de Bullion / St-Joseph,45.5240365462478,-73.59014332294464,
170,6050.0,de la Commune / McGill,45.4986731,-73.55256289,
171,6131.0,Fullum / Sherbrooke ,45.533924,-73.562425,
172,6335.0,du Rosaire / St-Hubert,45.54467,-73.621581,
173,6421.0,Cartier / Rosemont,45.541198,-73.590943,
174,6200.0,Maguire / St-Laurent,45.52457,-73.59588,
175,6129.0,de Bordeaux / Sherbrooke,45.53002706078813,-73.56317639350891,
176,6212.0,Duluth / de l'Esplanade,45.51517174448816,-73.58100235462189,
177,6259.0,Dandurand / de Lorimier,45.540881,-73.584157,
178,6376.0,16e avenue / St-Joseph,45.55292309731551,-73.56575198471546,
179,6022.0,Angus (Molson / William-Tremblay),45.54172920185872,-73.56549382209778,
180,6281.0,Resther / St-Joseph,45.5277271,-73.58628362,
181,6031.0,St-Antoine / St-François-Xavier,45.50449,-73.5592,
182,6229.0,Coloniale / du Mont-Royal,45.521155685854765,-73.58558893203735,
183,6111.0,Parthenais / Ste-Catherine,45.52620613795135,-73.54925036430359,
184,6121.0,Rouen / du Havre,45.534863725133626,-73.55545459320638,
185,6349.0,Ryde / Charlevoix,45.4757434,-73.5646007,
186,6024.0,des Érables / Sherbrooke,45.531367,-73.562624,
187,6234.0,Bernard / Clark,45.52697,-73.60261,
188,6344.0,St-Dominique / Jean-Talon,45.535189,-73.617459,
189,6908.0,de Bellechasse / de St-Vallier,45.5331949357227,-73.60117256641388,
190,6086.0,Shannon / Ottawa,45.49457934841001,-73.55875611305237,
191,6103.0,Lespérance / Rouen,45.538799,-73.552496,
192,6073.0,de Maisonneuve / Aylmer,45.50501,-73.57069,
193,6075.0,University / des Pins,45.508356,-73.580498,
194,6013.0,Sanguinet / de Maisonneuve,45.51339,-73.56255,
195,6119.0,Dorion / Ontario,45.52697,-73.558021,
196,6037.0,St-Nicolas / Place d'Youville,45.50197437877896,-73.55515658855438,
197,6913.0,Drolet / Beaubien,45.533348,-73.605834,
198,6377.0,Grand Trunk / Hibernia,45.47968,-73.56385,
199,6260.0,Dandurand / Papineau,45.538589,-73.586302,
200,6096.0,Lucien L'Allier / St-Jacques,45.49356916133978,-73.56857568025589,
201,6197.0,Bordeaux / Masson,45.53895775569034,-73.58243197202682,
202,6257.0,de St-Vallier / St-Zotique,45.536299,-73.607773,
203,6924.0,de Bordeaux / Jean-Talon,45.54970407823863,-73.60551238059998,
204,6218.0,Prince-Arthur / St-Urbain,45.5126137,-73.57372552,
205,6327.0,Faillon / St-Denis,45.53985704,-73.62038255,
206,6108.0,Logan / Fullum,45.528448693514136,-73.55108499526978,
207,6008.0,Sanguinet / Ste-Catherine,45.512734,-73.5611406,
208,6329.0,Gounod / St-Denis,45.54176571696572,-73.62612783908844,
209,6126.0,Rouen / Fullum,45.53217,-73.55859,
210,5007.0,Métro Longueuil - Université de Sherbrooke,45.523854,-73.519677,
211,6324.0,de Liège / Lajeunesse,45.54554155627702,-73.6347484588623,
212,6251.0,de Gaspé / Dante,45.534377,-73.612278,
213,6066.0,Mansfield / Ste-Catherine,45.5014018,-73.5718136,
214,6925.0,des Écores / Jean-Talon,45.55244260913485,-73.60300183296204,
215,6334.0,Lajeunesse / Jarry,45.543583,-73.6284,
216,6084.0,Lambert-Closse / Tupper,45.489609,-73.582445,
217,6928.0,Louis-Colin / McKenna,45.500035,-73.618105,
218,6405.0,Duvernay / Charlevoix,45.48203995,-73.57486278,
219,6090.0,Métro Lucien-L'Allier  (Lucien l'Allier / Argyle),45.49486,-73.57108,
220,6396.0,Métro Pie-IX (Pierre-de-Coubertin / Pie-IX),45.553879,-73.551761,
221,6021.0,de l'Hôtel-de-Ville / Sherbrooke,45.51453083866944,-73.56847107410431,
222,6122.0,Logan / d'Iberville,45.53057,-73.54913,
223,6321.0,Gary-Carter / St-Laurent,45.536123205883136,-73.62244516611099,
224,6362.0,1ère avenue / Rosemont,45.547997,-73.58523,
225,6433.0,Hillside / Ste-Catherine,45.4829,-73.591,
226,6261.0,Louis Hémon / Rosemont,45.54458,-73.588069,
227,6323.0,Guizot / St-Laurent,45.53963159810423,-73.63444805145264,
228,6915.0,Alma / Beaubien,45.53237205692519,-73.60643248568522,
229,5006.0,Collège Édouard-Montpetit,45.53722603812578,-73.49506705999374,
230,6415.0,Wilson / Sherbrooke,45.4703,-73.6162,
231,6058.0,Cypress / Peel,45.49932551028458,-73.57176750898361,
232,6266.0,Louis-Hébert / Beaubien,45.54816007401565,-73.5920262336731,
233,6063.0,Drummond / de Maisonneuve,45.49947,-73.57591,
234,6236.0,Laurier / Bordeaux,45.53725879867612,-73.57917040586472,
235,6246.0,Métro Outremont (Wiseman / Van Horne),45.520294969655005,-73.61482366919518,
236,6394.0,Valois / Ontario,45.54730353,-73.5438269,
237,6168.0,Marmier / St-Denis,45.530871318676006,-73.59834551811218,
238,6112.0,Montcalm / de Maisonneuve,45.519157,-73.55786,
239,6386.0,Métro Préfontaine (Moreau / Hochelaga),45.5414350841351,-73.55431437492369,
240,6333.0,Leman / de Chateaubriand,45.547218,-73.631103,
241,6171.0,Wolfe / Robin,45.5195,-73.560269,
242,6018.0,St-André / Ontario,45.51889,-73.56353,
243,6264.0,Chabot / de Bellechasse,45.5427,-73.59212,
244,6092.0,Crescent / René-Lévesque,45.49606,-73.57348,
245,6435.0,Victoria Hall,45.4816,-73.6,
246,6270.0,Fabre / St-Zotique,45.543541,-73.600982,
247,6361.0,1ère avenue / Beaubien,45.550476,-73.590446,
248,6007.0,de l'Hôtel-de-Ville / Ste-Catherine,45.51164009357107,-73.5621839761734,
249,6101.0,Métro Villa Maria (Décarie / Monkland),45.479483,-73.61979,
250,6375.0,Métro Place St-Henri (St-Ferdinand / St-Jacques),45.477249,-73.587238,
251,6402.0,Square Sir-Georges-Etienne-Cartier / Ste-Émilie,45.47266800851548,-73.585389778018,
252,6731.0,28e avenue / Rosemont,45.564353,-73.571244,
253,6002.0,Ste-Catherine / Dézéry,45.53923029698213,-73.54108236730099,
254,6250.0,Henri-Julien / Jean-Talon,45.53707,-73.61529,
255,6359.0,Parc Plage,45.502602268297935,-73.52750301361084,
256,6716.0,Francis / Fleury,45.563947,-73.655573,
257,6718.0,Grand Boulevard / Sherbrooke,45.466569,-73.623295,
258,6340.0,De La Roche / Everett,45.544867,-73.614841,
259,6409.0,Lionel-Groulx / George-Vanier,45.48627862584162,-73.57359945774078,
260,6367.0,3e avenue / Dandurand,45.547362,-73.579221,
261,6422.0,Fleury / Lajeunesse,45.5536,-73.6616,
262,6210.0,Métro Sauvé (Sauvé / Berri),45.55069206841976,-73.65636706352234,
263,6741.0,Notre-Dame / Chatham,45.48691857455084,-73.56942862272263,
264,6272.0,Bordeaux / St-Zotique,45.546405643046654,-73.5984206199646,
265,6025.0,Notre-Dame / St-Gabriel,45.50714391928411,-73.55511903762817,
266,6167.0,Marquette / St-Grégoire,45.53703,-73.58584,
267,6398.0,Desjardins / Ontario,45.551119,-73.540764,
268,6038.0,McGill / Place d'Youville,45.49975,-73.55566,
269,6407.0,Métro Lionel-Groulx (Lionel-Groulx / Charlevoix),45.48392802,-73.57731164,
270,6735.0,François-Perrault / L.-O.-David,45.561396,-73.601544,
271,6360.0,8e avenue / Beaubien,45.553215,-73.58752,
272,6728.0,Champagneur / Jean-Talon,45.526904,-73.624331,
273,6278.0,Louis-Hébert / St-Zotique,45.55001,-73.59576,
274,6393.0,Dézéry / Ontario,45.54094394520117,-73.54714214801788,
275,6903.0,Napoléon /  St-Dominique,45.516777,-73.577784,
276,6918.0,9e avenue / Dandurand,45.550769,-73.57711,
277,6732.0,Fortune/wellington,45.477923,-73.559038,
278,6313.0,Palm / St-Remi,45.470303,-73.589848,
279,6724.0,Square Sir-Georges-Étienne-Cartier / Léa Roback,45.471926,-73.58247,
280,6307.0,Laval / Rachel,45.520018,-73.579463,
281,6120.0,Ontario / du Havre,45.5336609,-73.5521968,
282,6316.0,Parc Jean-Brillant (Swail / Decelles),45.497011,-73.618575,
283,6711.0,Alexandra / Waverly,45.531938,-73.617842,
284,5002.0,St-Charles / Châteauguay,45.5332,-73.5156,
285,6397.0,Marché Maisonneuve,45.55319389744088,-73.5398143529892,
286,6347.0,Métro St-Michel (Shaughnessy / St-Michel),45.559199,-73.599658,
287,6306.0,du Mont-Royal / Vincent-d'Indy,45.510086,-73.611429,
288,6369.0,West Broadway / Sherbrooke,45.45635829051657,-73.64013027457986,
289,6721.0,Cadillac / Sherbrooke,45.57713595014113,-73.54628920555115,
290,6723.0,26e avenue / Beaubien,45.564944,-73.577639,
291,6730.0,35e avenue / Beaubien,45.570081,-73.573047,
292,6076.0,Ville-Marie / Ste-Catherine,45.55806260336831,-73.52940759679768,
293,6720.0,Ontario / Viau,45.5594818,-73.535496,
294,6404.0,Quesnel / Vinet,45.485889,-73.577514,
295,6357.0,12e avenue / St-Zotique,45.556905,-73.58925,
296,6189.0,Chabot / Everett,45.550697703294965,-73.60953032970428,
297,6310.0,de Darlington / de la Côte-Ste-Catherine,45.50540324702016,-73.62116575241089,
298,6919.0,10e Avenue / Rosemont,45.552649,-73.581185,
299,6750.0,des Érables / Rachel,45.5334955551535,-73.56693148612976,
300,6927.0,Édouard-Montpetit / Stirling,45.50723,-73.615085,
301,6710.0,Georges-Baril / Fleury,45.558457,-73.65884,
302,6708.0,de la Gauchetière / de Bleury,45.504561,-73.56279,
303,6709.0,Le Caron / Marc-Sauvalle ,45.461685,-73.584039,
304,6746.0,Métro Acadie (de l'Acadie / Beaumont),45.52341265422832,-73.623526096344,
305,6301.0,Parc Outremont (Bloomfield / Elmwood),45.518215,-73.603251,
306,6279.0,Louis-Hébert / Bélanger,45.55158237169131,-73.59915554523468,
307,6033.0,16e avenue / Beaubien,45.55848140595217,-73.58330368995667,
308,6719.0,Park Row O / Sherbrooke,45.46072936353252,-73.63407254219055,
309,6355.0,Ontario / Sicard,45.5566,-73.5373,
310,6733.0,Rousselot / Villeray,45.548931,-73.616837,
311,6315.0,Lacombe / de la Côte-des-Neiges,45.4968505432976,-73.62331956624985,
312,6737.0,Jacques-Cassault / Christophe-Colomb,45.552123,-73.630103,
313,6305.0,Davaar / de la Côte-Ste-Catherine,45.514379,-73.610871,
314,6303.0,Dunlop / Van Horne,45.514905,-73.619682,
315,6736.0,Basile-Routhier / Gouin,45.55670791513632,-73.67063373327255,
316,6366.0,Wilderton  / Van Horne,45.510042,-73.624835,
317,6345.0,Louis-Hémon / Villeray,45.554931,-73.610711,
318,6703.0,Jardin Botanique (Pie-IX / Sherbrooke),45.55520523993992,-73.55582308082374,
319,6302.0,Stuart / de la Côte-Ste-Catherine,45.51538412515814,-73.60640823841095,
320,5004.0,St-Charles / Charlotte,45.539824,-73.508752,
321,6419.0,Beaucourt / de la Côte-Ste-Catherine,45.491513,-73.633649,
322,5005.0,St-Charles / St-Sylvestre,45.536408,-73.512776,
323,6304.0,Rockland / Lajoie,45.515617,-73.614991,
324,6343.0,Marquette / Villeray,45.55073714740538,-73.61522197723389,
325,6700.0,de la Salle / Ste-Catherine,45.550056,-73.534576,
326,6427.0,Rushbrooke /  Caisse,45.47069642604657,-73.56542240828276,
327,6245.0,Bloomfield / Van Horne,45.5225858,-73.61265779,
328,6356.0,Monkland / Girouard,45.4771,-73.6212,
329,6098.0,Bishop / Ste-Catherine,45.49642,-73.57616,
330,6125.0,Ellendale / Côte-des-Neiges,45.499757,-73.629298,
331,6426.0,Willibrord / Verdun,45.459707,-73.571438,
332,6379.0,Bannantyne / de l'Église,45.463257,-73.575621,
333,6354.0,Marcil / Sherbrooke,45.471743,-73.613924,
334,6312.0,de Kent / de la Côte-des-Neiges,45.501302,-73.633161,
335,6115.0,Benny / Monkland,45.466965,-73.631664,
336,6425.0,Ross / de l'Église,45.462742,-73.565845,
337,6423.0,Hôpital général juif,45.496302,-73.629822,
338,6363.0,Côte St-Antoine / Royal,45.4688,-73.6198,
339,6713.0,30e avenue / St-Zotique,45.56822507,-73.57943594,
340,6726.0,Hamel / Sauvé,45.560742,-73.65041,
341,6416.0,Notre-Dame-de-Grâce / Décarie,45.477313,-73.615327,
342,6725.0,Métro Monk (Allard / Beaulieu),45.45085122,-73.5940272,
343,6706.0,Beatty / Verdun,45.450837,-73.572446,
344,6420.0,Trans Island / Queen-Mary,45.484489,-73.628834,
345,6331.0,Guizot / St-Denis,45.543376,-73.632267,
346,6241.0,Querbes / Laurier,45.51745902334002,-73.59792709350586,
347,6401.0,des Seigneurs / Notre-Dame,45.487692701413145,-73.56903970241545,
348,6004.0,Hôtel-de-Ville (du Champs-de-Mars / Gosford),45.50922851966222,-73.55446994304657,
349,6717.0,de Kent / Victoria,45.494805,-73.638772,
350,6704.0,19e avenue / St-Zotique,45.561594,-73.585643,
351,6006.0,18e avenue / Rosemont,45.55789545752947,-73.5765291005373,
352,6341.0,Regina / Verdun,45.467369,-73.570769,
353,6052.0,De la Commune / King,45.4980302,-73.55266482,
354,6330.0,de Gaspé / Jarry,45.540627,-73.630089,
355,6089.0,St-Jacques / Guy,45.49141473103975,-73.56995498790637,
356,6727.0,de Montmorency / Richardson,45.48489566038642,-73.56011867523193,
357,5003.0,Place Longueuil,45.5294,-73.5178,
358,6738.0,Union / René-Lévesque,45.50233,-73.566497,
359,6130.0,Sherbrooke / Frontenac,45.5367,-73.56081,
360,6406.0,Marché Atwater,45.48020822800015,-73.57759863138199,
361,6391.0,Aylwin / Ontario,45.544136,-73.545609,
362,6023.0,de la Commune / Berri,45.51086,-73.54983,
363,6346.0,Nicolet / Ste-Catherine,45.54459352523215,-73.53779464960098,
364,6026.0,de la Commune / Place Jacques-Cartier,45.5076289,-73.55187625,
365,6081.0,St-Alexandre / Ste-Catherine,45.50537693,-73.5676195,
366,6429.0,Place du Commerce,45.46714,-73.54259,
367,6017.0,Square Ahmerst / Wolfe,45.52106924,-73.5637571,
368,6159.0,Ann / William,45.49589439175492,-73.5600972175598,
369,6388.0,d'Orléans / Hochelaga,45.550668,-73.549502,
370,6161.0,Cartier / St-Joseph,45.53576,-73.57867,
371,6739.0,de Repentigny / Sherbrooke,45.58077,-73.544766,
372,6070.0,Milton / Université,45.5064484,-73.57634872,
373,6097.0,Towers / Ste-Catherine,45.492504,-73.581088,
374,6204.0,Milton / Durocher,45.5081439,-73.57477158,
375,6139.0,des Érables / Gauthier,45.53240768,-73.5647763,
376,6160.0,Garnier / St-Joseph,45.5329774553515,-73.58122229576111,
377,6370.0,d'Orléans / Masson,45.557192,-73.569847,
378,6177.0,St-Hubert / Rachel,45.5235066,-73.57641309,
379,6158.0,Gilford / Brébeuf,45.53073,-73.58153,
380,6156.0,Marie-Anne / de la Roche,45.52773841379083,-73.5762494802475,
381,6151.0,des Érables / du Mont-Royal,45.53565,-73.57172,
382,6170.0,de Mentana / Laurier,45.530046,-73.58677,
383,6328.0,Drolet / Villeray,45.54015386355122,-73.62353146076202,
384,6232.0,Hutchison / Van Horne,45.525021229212776,-73.61073732376099,
385,6199.0,Clark / St-Viateur,45.52517156097331,-73.5993754863739,
386,6095.0,Chomedey / de Maisonneuve,45.4917542,-73.58397156,
387,6162.0,Fullum / St-Joseph,45.5398326,-73.57555881,
388,6217.0,Vallières / St-Dominique,45.51939601464233,-73.58322681808204,
389,6079.0,Hutchison/ Prince-Arthur,45.509864,-73.576105,
390,6102.0,Lincoln / du Fort,45.493034,-73.583836,
391,6220.0,Laval / Duluth,45.51923690964773,-73.57721507549286,
392,6187.0,Resther / du Mont-Royal,45.52564322426449,-73.58174800872803,
393,6228.0,Waverly / Van Horne,45.527363,-73.607723,
394,6225.0,Villeneuve / St-Urbain,45.520188,-73.590559,
395,6702.0,Chauveau / de l'Assomption,45.569789,-73.548081,
396,6230.0,Waverly / St-Viateur,45.52402527115221,-73.60042154788971,
397,6384.0,Darling / Sherbrooke,45.545425,-73.556527,
