"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-73.74","45.47","MONTREAL INTL A","7025251","2020-05-26","2020","05","26","","32.8","","15.0","","23.9","","0.0","","5.9","","0.0","","0.0","","0.0","","","","22","","33",""
"-73.74","45.47","MONTREAL INTL A","7025251","2020-05-27","2020","05","27","","36.6","","19.7","","28.2","","0.0","","10.2","","0.0","","0.0","","0.0","","","","18","","52",""
"-73.74","45.47","MONTREAL INTL A","7025251","2020-05-28","2020","05","28","","29.9","","21.6","","25.8","","0.0","","7.8","","0.0","T","0.0","","0.0","T","","","20","","46",""
"-73.74","45.47","MONTREAL INTL A","7025251","2020-05-29","2020","05","29","","29.8","","19.6","","24.7","","0.0","","6.7","","1.6","","0.0","","1.6","","","","21","","59",""
"-73.74","45.47","MONTREAL INTL A","7025251","2020-05-30","2020","05","30","","22.8","","8.9","","15.9","","2.1","","0.0","","5.4","","0.0","","5.4","","","","26","","85",""
"-73.74","45.47","MONTREAL INTL A","7025251","2020-05-31","2020","05","31","","12.7","","5.2","","9.0","","9.0","","0.0","","0.8","","0.0","","0.8","","","","31","","46",""
"-73.74","45.47","MONTREAL INTL A","7025251","2020-06-01","2020","06","01","","15.3","","2.8","","9.1","","8.9","","0.0","","0.2","","0.0","","0.2","","","","31","","52",""
"-73.74","45.47","MONTREAL INTL A","7025251","2020-06-02","2020","06","02","","17.0","","4.9","","11.0","","7.0","","0.0","","0.0","T","0.0","","0.0","T","","","","M","","M"
"-73.74","45.47","MONTREAL INTL A","7025251","2020-06-03","2020","06","03","","16.5","","10.6","","13.6","","4.4","","0.0","","0.6","","0.0","","0.6","","","","","M","","M"
"-73.74","45.47","MONTREAL INTL A","7025251","2020-06-04","2020","06","04","","26.7","","10.9","","18.8","","0.0","","0.8","","0.0","","0.0","","0.0","","","","26","","45",""
"-73.74","45.47","MONTREAL INTL A","7025251","2020-06-05","2020","06","05","","30.3","","15.1","","22.7","","0.0","","4.7","","10.0","","0.0","","10.0","","","","23","","42",""
"-73.74","45.47","MONTREAL INTL A","7025251","2020-06-06","2020","06","06","","26.2","","13.0","","19.6","","0.0","","1.6","","2.0","","0.0","","2.0","","","","32","","55",""
"-73.74","45.47","MONTREAL INTL A","7025251","2020-06-07","2020","06","07","","22.9","","11.5","","17.2","","0.8","","0.0","","0.0","","0.0","","0.0","","","","34","","35",""
"-73.74","45.47","MONTREAL INTL A","7025251","2020-06-08","2020","06","08","","23.4","","10.7","","17.1","","0.9","","0.0","","0.0","T","0.0","","0.0","T","","","24","","37",""
"-73.74","45.47","MONTREAL INTL A","7025251","2020-06-09","2020","06","09","","22.2","","14.8","","18.5","","0.0","","0.5","","0.2","","0.0","","0.2","","","","5","","32",""
"-73.74","45.47","MONTREAL INTL A","7025251","2020-06-10","2020","06","10","","26.9","","14.6","","20.8","","0.0","","2.8","","0.0","T","0.0","","0.0","T","","","15","","59",""
"-73.74","45.47","MONTREAL INTL A","7025251","2020-06-11","2020","06","11","","27.1","","16.6","","21.9","","0.0","","3.9","","1.2","","0.0","","1.2","","","","23","","85",""
"-73.74","45.47","MONTREAL INTL A","7025251","2020-06-12","2020","06","12","","22.0","","8.7","","15.4","","2.6","","0.0","","0.0","T","0.0","","0.0","T","","","27","","67",""
"-73.74","45.47","MONTREAL INTL A","7025251","2020-06-13","2020","06","13","","16.5","","7.2","","11.9","","6.1","","0.0","","0.0","T","0.0","","0.0","T","","","32","","32",""
"-73.74","45.47","MONTREAL INTL A","7025251","2020-06-14","2020","06","14","","21.7","","7.0","","14.4","","3.6","","0.0","","0.0","","0.0","","0.0","","","","36","","39",""
"-73.74","45.47","MONTREAL INTL A","7025251","2020-06-15","2020","06","15","","24.3","","8.4","","16.4","","1.6","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-73.74","45.47","MONTREAL INTL A","7025251","2020-06-16","2020","06","16","","28.0","","11.7","","19.9","","0.0","","1.9","","0.0","","0.0","","0.0","","","","","M","","M"
"-73.74","45.47","MONTREAL INTL A","7025251","2020-06-17","2020","06","17","","","M","","M","","M","","M","","M","0.0","","0.0","","0.0","","","","21","","32",""
"-73.74","45.47","MONTREAL INTL A","7025251","2020-06-18","2020","06","18","","33.3","","16.8","","25.1","","0.0","","7.1","","0.0","","0.0","","0.0","","","","21","","33",""
"-73.74","45.47","MONTREAL INTL A","7025251","2020-06-19","2020","06","19","","32.6","","19.8","","26.2","","0.0","","8.2","","0.0","","0.0","","0.0","","","","24","","35",""
"-73.74","45.47","MONTREAL INTL A","7025251","2020-06-20","2020","06","20","","33.4","","20.8","","27.1","","0.0","","9.1","","0.0","","0.0","","0.0","","","","21","","32",""
"-73.74","45.47","MONTREAL INTL A","7025251","2020-06-21","2020","06","21","","33.7","","19.7","","26.7","","0.0","","8.7","","0.0","","0.0","","0.0","","","","21","","32",""
"-73.74","45.47","MONTREAL INTL A","7025251","2020-06-22","2020","06","22","","34.8","","20.6","","27.7","","0.0","","9.7","","0.0","","0.0","","0.0","","","","30","","42",""
"-73.74","45.47","MONTREAL INTL A","7025251","2020-06-23","2020","06","23","","33.1","","20.5","","26.8","","0.0","","8.8","","13.6","","0.0","","13.6","","","","21","","96",""
"-73.74","45.47","MONTREAL INTL A","7025251","2020-06-24","2020","06","24","","24.3","","17.8","","21.1","","0.0","","3.1","","11.6","","0.0","","11.6","","","","22","","65",""
"-73.74","45.47","MONTREAL INTL A","7025251","2020-06-25","2020","06","25","","25.1","","17.1","","21.1","","0.0","","3.1","","0.0","T","0.0","","0.0","T","","","22","","59",""
"-73.74","45.47","MONTREAL INTL A","7025251","2020-06-26","2020","06","26","","27.0","","16.8","","21.9","","0.0","","3.9","","0.0","T","0.0","","0.0","T","","","22","","45",""
"-73.74","45.47","MONTREAL INTL A","7025251","2020-06-27","2020","06","27","","26.3","","19.4","","22.9","","0.0","","4.9","","1.6","","0.0","","1.6","","","","","M","","M"
"-73.74","45.47","MONTREAL INTL A","7025251","2020-06-28","2020","06","28","","27.7","","18.1","","22.9","","0.0","","4.9","","5.4","","0.0","","5.4","","","","34","","37",""
"-73.74","45.47","MONTREAL INTL A","7025251","2020-06-29","2020","06","29","","25.9","","18.1","","22.0","","0.0","","4.0","","0.0","T","0.0","","0.0","T","","","4","","46",""
"-73.74","45.47","MONTREAL INTL A","7025251","2020-06-30","2020","06","30","","24.8","","18.6","","21.7","","0.0","","3.7","","0.0","T","0.0","","0.0","T","","","5","","45",""
"-73.74","45.47","MONTREAL INTL A","7025251","2020-07-01","2020","07","01","","30.9","","17.1","","24.0","","0.0","","6.0","","0.0","","0.0","","0.0","","","","5","","37",""
"-73.74","45.47","MONTREAL INTL A","7025251","2020-07-02","2020","07","02","","30.2","","20.4","","25.3","","0.0","","7.3","","0.4","","0.0","","0.4","","","","29","","33",""
"-73.74","45.47","MONTREAL INTL A","7025251","2020-07-03","2020","07","03","","30.4","","18.2","","24.3","","0.0","","6.3","","0.0","","0.0","","0.0","","","","","M","","M"
"-73.74","45.47","MONTREAL INTL A","7025251","2020-07-04","2020","07","04","","30.0","","16.3","","23.2","","0.0","","5.2","","0.0","T","0.0","","0.0","T","","","27","","32",""
"-73.74","45.47","MONTREAL INTL A","7025251","2020-07-05","2020","07","05","","28.9","","16.2","","22.6","","0.0","","4.6","","0.0","","0.0","","0.0","","","","3","","37",""
"-73.74","45.47","MONTREAL INTL A","7025251","2020-07-06","2020","07","06","","30.1","","14.7","","22.4","","0.0","","4.4","","0.0","","0.0","","0.0","","","","","M","","M"
"-73.74","45.47","MONTREAL INTL A","7025251","2020-07-07","2020","07","07","","33.2","","16.0","","24.6","","0.0","","6.6","","0.0","","0.0","","0.0","","","","15","","35",""
"-73.74","45.47","MONTREAL INTL A","7025251","2020-07-08","2020","07","08","","31.0","","22.0","","26.5","","0.0","","8.5","","5.4","","0.0","","5.4","","","","22","","46",""
"-73.74","45.47","MONTREAL INTL A","7025251","2020-07-09","2020","07","09","","34.1","","20.6","","27.4","","0.0","","9.4","","0.0","","0.0","","0.0","","","","","M","","M"
"-73.74","45.47","MONTREAL INTL A","7025251","2020-07-10","2020","07","10","","36.1","","24.0","","30.1","","0.0","","12.1","","0.0","T","0.0","","0.0","T","","","14","","45",""
"-73.74","45.47","MONTREAL INTL A","7025251","2020-07-11","2020","07","11","","27.5","","22.6","","25.1","","0.0","","7.1","","14.6","","0.0","","14.6","","","","24","","37",""
"-73.74","45.47","MONTREAL INTL A","7025251","2020-07-12","2020","07","12","","28.6","","21.4","","25.0","","0.0","","7.0","","1.0","","0.0","","1.0","","","","27","","54",""
"-73.74","45.47","MONTREAL INTL A","7025251","2020-07-13","2020","07","13","","27.6","","19.5","","23.6","","0.0","","5.6","","0.0","","0.0","","0.0","","","","28","","37",""
"-73.74","45.47","MONTREAL INTL A","7025251","2020-07-14","2020","07","14","","26.0","","17.1","","21.6","","0.0","","3.6","","0.0","","0.0","","0.0","","","","5","","42",""
"-73.74","45.47","MONTREAL INTL A","7025251","2020-07-15","2020","07","15","","26.9","","15.1","","21.0","","0.0","","3.0","","0.0","","0.0","","0.0","","","","3","","39",""
"-73.74","45.47","MONTREAL INTL A","7025251","2020-07-16","2020","07","16","","28.4","","20.2","","24.3","","0.0","","6.3","","1.8","","0.0","","1.8","","","","15","","48",""
"-73.74","45.47","MONTREAL INTL A","7025251","2020-07-17","2020","07","17","","29.3","","17.1","","23.2","","0.0","","5.2","","16.2","","0.0","","16.2","","","","15","","46",""
"-73.74","45.47","MONTREAL INTL A","7025251","2020-07-18","2020","07","18","","31.1","","20.2","","25.7","","0.0","","7.7","","0.2","","0.0","","0.2","","","","21","","39",""
"-73.74","45.47","MONTREAL INTL A","7025251","2020-07-19","2020","07","19","","33.3","","21.7","","27.5","","0.0","","9.5","","8.2","","0.0","","8.2","","","","23","","54",""
"-73.74","45.47","MONTREAL INTL A","7025251","2020-07-20","2020","07","20","","29.0","","20.9","","25.0","","0.0","","7.0","","2.0","","0.0","","2.0","","","","25","","46",""
"-73.74","45.47","MONTREAL INTL A","7025251","2020-07-21","2020","07","21","","25.7","","17.4","","21.6","","0.0","","3.6","","0.0","","0.0","","0.0","","","","8","","41",""
"-73.74","45.47","MONTREAL INTL A","7025251","2020-07-22","2020","07","22","","26.5","","16.9","","21.7","","0.0","","3.7","","0.0","T","0.0","","0.0","T","","","","","","M"
"-73.74","45.47","MONTREAL INTL A","7025251","2020-07-23","2020","07","23","","25.6","","18.5","","22.1","","0.0","","4.1","","0.0","","0.0","","0.0","","","","","","","M"
"-73.74","45.47","MONTREAL INTL A","7025251","2020-07-24","2020","07","24","","29.8","","15.6","","22.7","","0.0","","4.7","","0.0","","0.0","","0.0","","","","","M","","M"
"-73.74","45.47","MONTREAL INTL A","7025251","2020-07-25","2020","07","25","","31.0","","18.5","","24.8","","0.0","","6.8","","0.0","","0.0","","0.0","","","","24","","39",""
"-73.74","45.47","MONTREAL INTL A","7025251","2020-07-26","2020","07","26","","32.5","","23.2","","27.9","","0.0","","9.9","","14.2","","0.0","","14.2","","","","26","","55",""
"-73.74","45.47","MONTREAL INTL A","7025251","2020-07-27","2020","07","27","","30.5","","23.3","","26.9","","0.0","","8.9","","10.4","","0.0","","10.4","","","","22","","39",""
"-73.74","45.47","MONTREAL INTL A","7025251","2020-07-28","2020","07","28","","29.8","","22.1","","26.0","","0.0","","8.0","","0.0","T","0.0","","0.0","T","","","22","","46",""
"-73.74","45.47","MONTREAL INTL A","7025251","2020-07-29","2020","07","29","","24.9","","18.7","","21.8","","0.0","","3.8","","11.6","","0.0","","11.6","","","","23","","37",""
"-73.74","45.47","MONTREAL INTL A","7025251","2020-07-30","2020","07","30","","27.6","","16.6","","22.1","","0.0","","4.1","","0.8","","0.0","","0.8","","","","1","","37",""
"-73.74","45.47","MONTREAL INTL A","7025251","2020-07-31","2020","07","31","","27.3","","16.5","","21.9","","0.0","","3.9","","0.0","T","0.0","","0.0","T","","","","M","","M"
"-73.74","45.47","MONTREAL INTL A","7025251","2020-08-01","2020","08","01","","29.5","","17.1","","23.3","","0.0","","5.3","","0.0","","0.0","","0.0","","","","","M","","M"
"-73.74","45.47","MONTREAL INTL A","7025251","2020-08-02","2020","08","02","","28.3","","20.3","","24.3","","0.0","","6.3","","39.4","","0.0","","39.4","","","","23","","81",""
"-73.74","45.47","MONTREAL INTL A","7025251","2020-08-03","2020","08","03","","26.1","","18.5","","22.3","","0.0","","4.3","","0.0","T","0.0","","0.0","T","","","21","","63",""
"-73.74","45.47","MONTREAL INTL A","7025251","2020-08-04","2020","08","04","","21.5","","18.6","","20.1","","0.0","","2.1","","37.6","","0.0","","37.6","","","","4","","46",""
"-73.74","45.47","MONTREAL INTL A","7025251","2020-08-05","2020","08","05","","","M","","M","","M","","M","","M","1.2","","0.0","","1.2","","","","27","","50",""
"-73.74","45.47","MONTREAL INTL A","7025251","2020-08-06","2020","08","06","","24.9","","14.5","","19.7","","0.0","","1.7","","0.0","","0.0","","0.0","","","","26","","41",""
"-73.74","45.47","MONTREAL INTL A","7025251","2020-08-07","2020","08","07","","26.8","","15.8","","21.3","","0.0","","3.3","","0.0","","0.0","","0.0","","","","","M","","M"
"-73.74","45.47","MONTREAL INTL A","7025251","2020-08-08","2020","08","08","","27.9","","15.3","","21.6","","0.0","","3.6","","0.0","","0.0","","0.0","","","","","M","","M"
"-73.74","45.47","MONTREAL INTL A","7025251","2020-08-09","2020","08","09","","26.8","","20.4","","23.6","","0.0","","5.6","","0.0","T","0.0","","0.0","T","","","23","","39",""
"-73.74","45.47","MONTREAL INTL A","7025251","2020-08-10","2020","08","10","","28.5","","19.4","","24.0","","0.0","","6.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-73.74","45.47","MONTREAL INTL A","7025251","2020-08-11","2020","08","11","","33.2","","21.6","","27.4","","0.0","","9.4","","5.4","","0.0","","5.4","","","","23","","76",""
"-73.74","45.47","MONTREAL INTL A","7025251","2020-08-12","2020","08","12","","29.3","","20.5","","24.9","","0.0","","6.9","","0.0","","0.0","","0.0","","","","21","","39",""
"-73.74","45.47","MONTREAL INTL A","7025251","2020-08-13","2020","08","13","","29.4","","18.8","","24.1","","0.0","","6.1","","0.0","","0.0","","0.0","","","","","M","","M"
"-73.74","45.47","MONTREAL INTL A","7025251","2020-08-14","2020","08","14","","27.1","","17.4","","22.3","","0.0","","4.3","","0.0","","0.0","","0.0","","","","3","","39",""
"-73.74","45.47","MONTREAL INTL A","7025251","2020-08-15","2020","08","15","","28.7","","16.1","","22.4","","0.0","","4.4","","0.0","","0.0","","0.0","","","","8","","32",""
"-73.74","45.47","MONTREAL INTL A","7025251","2020-08-16","2020","08","16","","28.1","","19.2","","23.7","","0.0","","5.7","","0.0","T","0.0","","0.0","T","","","13","","42",""
"-73.74","45.47","MONTREAL INTL A","7025251","2020-08-17","2020","08","17","","24.7","","18.8","","21.8","","0.0","","3.8","","10.4","","0.0","","10.4","","","","22","","41",""
"-73.74","45.47","MONTREAL INTL A","7025251","2020-08-18","2020","08","18","","24.5","","14.9","","19.7","","0.0","","1.7","","2.2","","0.0","","2.2","","","","27","","63",""
"-73.74","45.47","MONTREAL INTL A","7025251","2020-08-19","2020","08","19","","21.4","","13.2","","17.3","","0.7","","0.0","","0.0","T","0.0","","0.0","T","","","30","","41",""
"-73.74","45.47","MONTREAL INTL A","7025251","2020-08-20","2020","08","20","","21.6","","10.7","","16.2","","1.8","","0.0","","1.8","","0.0","","1.8","","","","20","","32",""
"-73.74","45.47","MONTREAL INTL A","7025251","2020-08-21","2020","08","21","","24.8","","14.9","","19.9","","0.0","","1.9","","9.2","","0.0","","9.2","","","","22","","42",""
"-73.74","45.47","MONTREAL INTL A","7025251","2020-08-22","2020","08","22","","25.9","","14.9","","20.4","","0.0","","2.4","","0.0","","0.0","","0.0","","","","22","","35",""
"-73.74","45.47","MONTREAL INTL A","7025251","2020-08-23","2020","08","23","","27.3","","18.6","","23.0","","0.0","","5.0","","15.2","","0.0","","15.2","","","","","","","M"
"-73.74","45.47","MONTREAL INTL A","7025251","2020-08-24","2020","08","24","","26.6","","19.0","","22.8","","0.0","","4.8","","17.2","","0.0","","17.2","","","","27","","32",""
"-73.74","45.47","MONTREAL INTL A","7025251","2020-08-25","2020","08","25","","25.2","","12.6","","18.9","","0.0","","0.9","","0.2","","0.0","","0.2","","","","30","","61",""
"-73.74","45.47","MONTREAL INTL A","7025251","2020-08-26","2020","08","26","","18.5","","10.4","","14.5","","3.5","","0.0","","0.0","","0.0","","0.0","","","","27","","48",""
"-73.74","45.47","MONTREAL INTL A","7025251","2020-08-27","2020","08","27","","17.6","","8.5","","13.1","","4.9","","0.0","","0.0","T","0.0","","0.0","T","","","","M","","M"
"-73.74","45.47","MONTREAL INTL A","7025251","2020-08-28","2020","08","28","","22.8","","10.2","","16.5","","1.5","","0.0","","0.0","","0.0","","0.0","","","","28","","41",""
"-73.74","45.47","MONTREAL INTL A","7025251","2020-08-29","2020","08","29","","18.2","","14.6","","16.4","","1.6","","0.0","","34.4","","0.0","","34.4","","","","24","","48",""
"-73.74","45.47","MONTREAL INTL A","7025251","2020-08-30","2020","08","30","","20.7","","13.0","","16.9","","1.1","","0.0","","0.0","T","0.0","","0.0","T","","","30","","54",""
"-73.74","45.47","MONTREAL INTL A","7025251","2020-08-31","2020","08","31","","21.3","","10.1","","15.7","","2.3","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-73.74","45.47","MONTREAL INTL A","7025251","2020-09-01","2020","09","01","","22.7","","15.2","","19.0","","0.0","","1.0","","0.0","T","0.0","","0.0","T","","","16","","35",""
"-73.74","45.47","MONTREAL INTL A","7025251","2020-09-02","2020","09","02","","23.8","","16.2","","20.0","","0.0","","2.0","","4.0","","0.0","","4.0","","","","30","","50",""
"-73.74","45.47","MONTREAL INTL A","7025251","2020-09-03","2020","09","03","","23.8","","15.1","","19.5","","0.0","","1.5","","0.0","","0.0","","0.0","","","","22","","54",""
"-73.74","45.47","MONTREAL INTL A","7025251","2020-09-04","2020","09","04","","22.1","","12.1","","17.1","","0.9","","0.0","","0.6","","0.0","","0.6","","","","24","","54",""
"-73.74","45.47","MONTREAL INTL A","7025251","2020-09-05","2020","09","05","","20.9","","10.4","","15.7","","2.3","","0.0","","0.8","","0.0","","0.8","","","","25","","54",""
"-73.74","45.47","MONTREAL INTL A","7025251","2020-09-06","2020","09","06","","20.7","","11.1","","15.9","","2.1","","0.0","","0.0","","0.0","","0.0","","","","26","","32",""
"-73.74","45.47","MONTREAL INTL A","7025251","2020-09-07","2020","09","07","","26.1","","13.3","","19.7","","0.0","","1.7","","8.6","","0.0","","8.6","","","","21","","52",""
"-73.74","45.47","MONTREAL INTL A","7025251","2020-09-08","2020","09","08","","21.0","","12.5","","16.8","","1.2","","0.0","","3.8","","0.0","","3.8","","","","32","","32",""
"-73.74","45.47","MONTREAL INTL A","7025251","2020-09-09","2020","09","09","","17.1","","12.8","","15.0","","3.0","","0.0","","0.2","","0.0","","0.2","","","","1","","35",""
"-73.74","45.47","MONTREAL INTL A","7025251","2020-09-10","2020","09","10","","16.4","","11.5","","14.0","","4.0","","0.0","","0.2","","0.0","","0.2","","","","1","","37",""
"-73.74","45.47","MONTREAL INTL A","7025251","2020-09-11","2020","09","11","","17.1","","8.3","","12.7","","5.3","","0.0","","0.0","","0.0","","0.0","","","","1","","33",""
"-73.74","45.47","MONTREAL INTL A","7025251","2020-09-12","2020","09","12","","20.3","","7.3","","13.8","","4.2","","0.0","","0.0","","0.0","","0.0","","","","","","","M"
"-73.74","45.47","MONTREAL INTL A","7025251","2020-09-13","2020","09","13","","20.1","","16.0","","18.1","","0.0","","0.1","","22.0","","0.0","","22.0","","","","25","","45",""
"-73.74","45.47","MONTREAL INTL A","7025251","2020-09-14","2020","09","14","","16.0","","7.0","","11.5","","6.5","","0.0","","0.0","","0.0","","0.0","","","","30","","41",""
"-73.74","45.47","MONTREAL INTL A","7025251","2020-09-15","2020","09","15","","14.3","","4.8","","9.6","","8.4","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-73.74","45.47","MONTREAL INTL A","7025251","2020-09-16","2020","09","16","","23.4","","11.2","","17.3","","0.7","","0.0","","0.0","T","0.0","","0.0","T","","","23","","58",""
"-73.74","45.47","MONTREAL INTL A","7025251","2020-09-17","2020","09","17","","16.8","","5.9","","11.4","","6.6","","0.0","","0.0","T","0.0","","0.0","T","","","","M","","M"
"-73.74","45.47","MONTREAL INTL A","7025251","2020-09-18","2020","09","18","","13.7","","4.2","","9.0","","9.0","","0.0","","0.0","","0.0","","0.0","","","","","","","M"
"-73.74","45.47","MONTREAL INTL A","7025251","2020-09-19","2020","09","19","","13.7","","2.0","","7.9","","10.1","","0.0","","0.0","","0.0","","0.0","","","","26","","32",""
"-73.74","45.47","MONTREAL INTL A","7025251","2020-09-20","2020","09","20","","14.1","","4.5","","9.3","","8.7","","0.0","","0.0","","0.0","","0.0","","","","","","","M"
"-73.74","45.47","MONTREAL INTL A","7025251","2020-09-21","2020","09","21","","16.1","","2.6","","9.4","","8.6","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-73.74","45.47","MONTREAL INTL A","7025251","2020-09-22","2020","09","22","","17.9","","2.5","","10.2","","7.8","","0.0","","0.0","","0.0","","0.0","","","","7","","50",""
"-73.74","45.47","MONTREAL INTL A","7025251","2020-09-23","2020","09","23","","23.6","","12.0","","17.8","","0.2","","0.0","","0.0","","0.0","","0.0","","","","28","","41",""
"-73.74","45.47","MONTREAL INTL A","7025251","2020-09-24","2020","09","24","","20.0","","9.3","","14.7","","3.3","","0.0","","2.6","","0.0","","2.6","","","","","M","","M"
"-73.74","45.47","MONTREAL INTL A","7025251","2020-09-25","2020","09","25","","16.6","","7.8","","12.2","","5.8","","0.0","","0.0","T","0.0","","0.0","T","","","","M","","M"
"-73.74","45.47","MONTREAL INTL A","7025251","2020-09-26","2020","09","26","","26.6","","7.8","","17.2","","0.8","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-73.74","45.47","MONTREAL INTL A","7025251","2020-09-27","2020","09","27","","27.6","","16.1","","21.9","","0.0","","3.9","","0.0","","0.0","","0.0","","","","21","","39",""
"-73.74","45.47","MONTREAL INTL A","7025251","2020-09-28","2020","09","28","","24.2","","18.4","","21.3","","0.0","","3.3","","0.0","T","0.0","","0.0","T","","","15","","33",""
"-73.74","45.47","MONTREAL INTL A","7025251","2020-09-29","2020","09","29","","21.4","","13.6","","17.5","","0.5","","0.0","","11.4","","0.0","","11.4","","","","24","","50",""
"-73.74","45.47","MONTREAL INTL A","7025251","2020-09-30","2020","09","30","","16.9","","12.1","","14.5","","3.5","","0.0","","21.6","","0.0","","21.6","","","","24","","59",""
"-73.74","45.47","MONTREAL INTL A","7025251","2020-10-01","2020","10","01","","18.3","","9.9","","14.1","","3.9","","0.0","","2.4","","0.0","","2.4","","","","26","","50",""
"-73.74","45.47","MONTREAL INTL A","7025251","2020-10-02","2020","10","02","","13.2","","7.4","","10.3","","7.7","","0.0","","9.4","","0.0","","9.4","","","","","M","","M"
"-73.74","45.47","MONTREAL INTL A","7025251","2020-10-03","2020","10","03","","12.6","","5.6","","9.1","","8.9","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-73.74","45.47","MONTREAL INTL A","7025251","2020-10-04","2020","10","04","","16.3","","4.7","","10.5","","7.5","","0.0","","0.0","T","0.0","","0.0","T","","","","M","","M"
"-73.74","45.47","MONTREAL INTL A","7025251","2020-10-05","2020","10","05","","16.2","","9.0","","12.6","","5.4","","0.0","","0.6","","0.0","","0.6","","","","22","","37",""
"-73.74","45.47","MONTREAL INTL A","7025251","2020-10-06","2020","10","06","","17.3","","10.2","","13.8","","4.2","","0.0","","0.8","","0.0","","0.8","","","","23","","46",""
"-73.74","45.47","MONTREAL INTL A","7025251","2020-10-07","2020","10","07","","15.4","","9.0","","12.2","","5.8","","0.0","","8.0","","0.0","","8.0","","","","24","","74",""
"-73.74","45.47","MONTREAL INTL A","7025251","2020-10-08","2020","10","08","","10.0","","1.7","","5.9","","12.1","","0.0","","0.0","","0.0","","0.0","","","","28","","48",""
"-73.74","45.47","MONTREAL INTL A","7025251","2020-10-09","2020","10","09","","14.7","","1.3","","8.0","","10.0","","0.0","","0.0","T","0.0","","0.0","T","","","22","","42",""
"-73.74","45.47","MONTREAL INTL A","7025251","2020-10-10","2020","10","10","","23.2","","7.3","","15.3","","2.7","","0.0","","5.6","","0.0","","5.6","","","","29","","87",""
"-73.74","45.47","MONTREAL INTL A","7025251","2020-10-11","2020","10","11","","9.6","","2.7","","6.2","","11.8","","0.0","","0.0","","0.0","","0.0","","","","1","","32",""
"-73.74","45.47","MONTREAL INTL A","7025251","2020-10-12","2020","10","12","","15.5","","0.5","","8.0","","10.0","","0.0","","0.0","","0.0","","0.0","","","","13","","42",""
"-73.74","45.47","MONTREAL INTL A","7025251","2020-10-13","2020","10","13","","11.5","","8.3","","9.9","","8.1","","0.0","","25.6","","0.0","","25.6","","","","15","","42",""
"-73.74","45.47","MONTREAL INTL A","7025251","2020-10-14","2020","10","14","","15.3","","7.9","","11.6","","6.4","","0.0","","0.0","","0.0","","0.0","","","","27","","42",""
"-73.74","45.47","MONTREAL INTL A","7025251","2020-10-15","2020","10","15","","22.2","","9.1","","15.7","","2.3","","0.0","","2.2","","0.0","","2.2","","","","23","","52",""
"-73.74","45.47","MONTREAL INTL A","7025251","2020-10-16","2020","10","16","","11.0","","6.0","","8.5","","9.5","","0.0","","7.0","","0.0","","7.0","","","","23","","33",""
"-73.74","45.47","MONTREAL INTL A","7025251","2020-10-17","2020","10","17","","13.0","","4.5","","8.8","","9.2","","0.0","","0.0","","0.0","","0.0","","","","24","","37",""
"-73.74","45.47","MONTREAL INTL A","7025251","2020-10-18","2020","10","18","","14.8","","5.7","","10.3","","7.7","","0.0","","0.0","","0.0","","0.0","","","","16","","46",""
"-73.74","45.47","MONTREAL INTL A","7025251","2020-10-19","2020","10","19","","12.9","","8.5","","10.7","","7.3","","0.0","","7.8","","0.0","","7.8","","","","16","","37",""
"-73.74","45.47","MONTREAL INTL A","7025251","2020-10-20","2020","10","20","","10.5","","6.3","","8.4","","9.6","","0.0","","13.4","","0.0","","13.4","","","","6","","32",""
"-73.74","45.47","MONTREAL INTL A","7025251","2020-10-21","2020","10","21","","15.8","","4.6","","10.2","","7.8","","0.0","","11.0","","0.0","","11.0","","","","29","","42",""
"-73.74","45.47","MONTREAL INTL A","7025251","2020-10-22","2020","10","22","","13.1","","5.7","","9.4","","8.6","","0.0","","0.0","T","0.0","","0.0","T","","","","M","","M"
"-73.74","45.47","MONTREAL INTL A","7025251","2020-10-23","2020","10","23","","23.8","","8.9","","16.4","","1.6","","0.0","","0.0","","0.0","","0.0","","","","16","","45",""
"-73.74","45.47","MONTREAL INTL A","7025251","2020-10-24","2020","10","24","","18.9","","3.5","","11.2","","6.8","","0.0","","4.0","","0.0","","4.0","","","","25","","55",""
"-73.74","45.47","MONTREAL INTL A","7025251","2020-10-25","2020","10","25","","6.5","","0.8","","3.7","","14.3","","0.0","","0.0","","0.0","","0.0","","","","2","","35",""
